obs_date,sat_date,NDVI,TCB,TCG,TCW,status
25-09-14,19-09-14,1038,7009,164,-2486,1
09-10-14,05-10-14,771,5687,-172,-2869,1
05-09-13,05-09-13,3982,2874,474,-1960,1
09-09-13,06-09-13,4481,3771,1179,-1455,1
12-09-13,06-09-13,4446,3524,940,-1766,1
12-09-13,06-09-13,2262,3363,351,-1662,1
19-09-13,10-09-13,2018,3069,189,-1744,1
19-09-13,10-09-13,2828,4452,406,-3091,1
29-09-13,17-09-13,2291,2736,221,-1583,1
09-10-13,09-10-13,1033,3279,83,-1631,1
11-10-13,09-10-13,836,7088,58,-3010,1
16-10-13,17-10-13,1111,6368,146,-2765,1
23-10-13,17-10-13,2027,8596,814,-2624,1
23-10-13,17-10-13,1171,7166,211,-3126,1
12-09-14,12-09-14,2998,4202,657,-2205,1
14-09-14,11-09-14,2130,3725,256,-2131,1
16-09-14,18-09-14,2808,4841,721,-2407,1
22-09-14,14-09-14,1645,4564,69,-2854,1
24-09-14,12-09-14,1454,4550,159,-2420,1
01-10-14,07-10-14,1755,2905,-49,-2328,1
08-10-14,15-10-14,3609,2599,378,-1801,1
11-10-14,05-10-14,1565,5328,146,-2963,1
13-10-14,20-10-14,1096,6319,183,-2603,1
01-09-13,01-09-13,1908,3475,144,-2101,1
09-09-13,09-09-13,4009,3178,623,-2153,1
22-10-13,19-10-13,1423,6588,151,-3150,1
07-09-13,02-09-13,3352,2965,382,-1999,1
09-09-13,09-09-13,2043,5263,334,-3071,1
14-09-13,09-09-13,1863,3714,186,-2095,1
19-09-13,11-09-13,1467,6146,31,-3588,1
26-09-13,17-09-13,2239,4242,366,-2420,1
22-10-13,02-11-13,787,5127,-152,-2922,1
25-10-13,02-11-13,1105,6919,73,-3255,1
08-09-14,09-09-14,2832,4963,709,-2595,1
12-10-14,06-10-14,1049,6184,31,-2884,1
16-10-14,22-10-14,862,5491,-15,-2313,1
26-10-14,29-10-14,1073,7073,62,-3947,1
26-10-14,29-10-14,2585,6904,1175,-2783,1
28-10-14,29-10-14,7159,3981,2315,-1321,1
03-09-15,10-09-15,1709,4565,107,-2668,1
05-09-15,08-09-15,1431,5494,7,-3474,1
09-09-15,13-09-15,1714,5489,124,-3212,1
14-09-15,11-09-15,4701,4768,1477,-1898,1
14-09-15,11-09-15,1704,6350,231,-2699,1
16-09-15,12-09-15,857,6706,-132,-2409,1
16-09-15,20-09-15,2032,4584,309,-2267,1
21-09-15,20-09-15,1568,6468,199,-3158,1
23-09-15,26-09-15,3060,4326,708,-2051,1
23-10-15,25-10-15,1156,9204,260,-4687,1
25-10-15,17-10-15,824,7413,56,-3546,1
27-10-15,25-10-15,995,9453,176,-4129,1
27-10-15,25-10-15,934,6531,135,-2655,1
05-09-16,06-09-16,2345,3499,284,-2002,1
12-09-16,15-09-16,2152,3532,210,-2302,1
12-09-16,15-09-16,2139,3713,381,-1586,1
14-09-16,15-09-16,926,2820,-24,-1169,1
14-09-16,14-09-16,1599,4507,244,-2084,1
14-09-16,07-09-16,1788,6568,511,-2731,1
23-09-16,26-09-16,1754,4869,67,-3446,1
25-09-16,26-09-16,1471,5107,1,-3242,1
30-09-16,26-09-16,2019,5013,444,-2347,1
05-09-15,06-09-15,1639,3998,191,-2080,1
07-09-15,05-09-15,2129,3908,219,-2471,1
07-09-15,13-09-15,1238,3583,14,-1924,1
07-09-15,13-09-15,1963,3768,241,-2094,1
07-09-15,13-09-15,1744,3276,179,-1430,1
09-09-15,10-09-15,1776,4213,126,-2564,1
14-10-15,16-10-15,791,6889,-96,-3713,1
18-09-15,21-09-15,3202,4203,883,-1325,1
19-09-15,21-09-15,2452,4360,640,-1357,1
21-09-15,28-09-15,1124,5399,-97,-2848,1
30-09-15,27-09-15,1521,5120,67,-2883,1
07-10-15,04-10-15,1670,4989,287,-1754,1
16-10-15,19-10-15,1600,5831,284,-2914,1
20-10-15,01-11-15,2839,3753,495,-1948,1
13-10-15,09-10-15,872,8694,-147,-3703,1
03-09-16,05-09-16,1656,3998,70,-2487,1
19-09-16,17-09-16,2337,5258,584,-1770,1
21-09-16,24-09-16,1053,6864,64,-3156,1
22-10-16,27-10-16,936,6574,-102,-3191,1
23-10-16,27-10-16,1252,5643,55,-2823,1
11-09-15,09-09-15,1763,4387,39,-3007,1
13-09-15,10-09-15,1544,4792,120,-2129,1
26-09-15,24-09-15,1927,4675,182,-2833,1
26-09-15,24-09-15,1797,5160,147,-3130,1
26-09-15,24-09-15,2009,4744,180,-3120,1
16-10-15,17-10-15,1231,3664,3,-1935,1
21-10-15,17-10-15,2077,4756,268,-2697,1
25-10-15,24-10-15,958,6329,-10,-2511,1
10-10-15,08-10-15,1048,4043,17,-2003,1
05-09-15,05-09-15,1787,4588,350,-2003,1
08-09-15,06-09-15,1453,4204,131,-2186,1
12-09-15,18-09-15,1867,3776,139,-2432,1
14-09-15,09-09-15,1148,4584,-19,-2290,1
19-09-15,23-09-15,1593,4401,-31,-3447,1
21-09-15,20-09-15,1860,4670,301,-2353,1
23-09-15,30-09-15,2929,4032,437,-2473,1
05-10-15,08-10-15,2152,5085,292,-3186,1
07-10-15,08-10-15,1571,3075,21,-2072,1
10-10-15,17-10-15,2140,2994,178,-1742,1
10-10-15,17-10-15,2752,3647,428,-1993,1
07-09-15,06-09-15,1119,1419,-71,-973,1
10-09-15,13-09-15,880,5513,-110,-2938,1
01-09-16,31-08-16,5939,3269,1522,-1222,1
01-09-16,01-09-16,3031,4203,529,-2743,1
08-09-16,09-09-16,3832,2983,692,-1587,1
15-09-16,16-09-16,2061,4448,230,-2681,1
22-09-16,24-09-16,748,5129,-130,-2273,1
26-09-16,25-09-16,1505,5951,155,-2960,1
01-09-18,22-08-18,3814,3298,588,-1984,1
03-09-18,14-09-18,2455,3225,362,-1701,1
23-09-18,22-09-18,1033,6919,-68,-3335,1
29-09-18,30-09-18,664,6755,-237,-3548,1
09-10-18,01-10-18,1865,4541,205,-2476,1
09-10-18,01-10-18,1101,6371,-31,-3070,1
29-05-07,28-05-07,5590,4101,1519,-1688,1
06-06-07,13-06-07,3486,4487,703,-2735,1
08-08-07,06-08-07,1610,5320,232,-2457,1
12-08-07,14-08-07,2417,4542,407,-2076,1
20-08-07,21-08-07,1987,4882,293,-2365,1
18-05-08,31-05-08,1917,3881,182,-1969,1
22-05-08,22-05-08,2141,5894,282,-2887,1
16-06-08,16-06-08,1925,4269,147,-2465,1
20-06-08,23-06-08,2024,4440,150,-2758,1
02-07-08,09-07-08,1605,5492,27,-3191,1
13-08-08,11-08-08,1513,3899,-31,-2765,1
04-06-09,09-06-09,4171,3671,737,-2231,1
16-07-09,20-07-09,4467,4226,1115,-1867,1
06-08-09,05-08-09,1715,5468,125,-2872,1
03-05-10,09-05-10,1942,3831,171,-1783,1
09-06-10,12-06-10,1852,4383,142,-2298,1
04-07-10,29-06-10,2776,3325,338,-2095,1
08-07-10,07-07-10,2164,5818,378,-3327,1
29-07-10,30-07-10,1527,3787,120,-2286,1
10-08-10,16-08-10,2035,4067,345,-2083,1
12-06-07,12-06-07,-590,1796,-207,-130,1
12-07-07,11-07-07,3780,3313,782,-1213,1
12-07-07,11-07-07,6153,2931,1374,-946,1
17-07-07,11-07-07,3978,2904,645,-1390,1
22-07-07,11-07-07,5825,3327,1398,-1167,1
27-07-07,05-08-07,7356,3846,2288,-1081,1
02-08-07,05-08-07,2266,4428,257,-2724,1
17-08-07,13-08-07,2202,3837,198,-2443,1
22-08-07,21-08-07,1316,5050,30,-2555,1
27-08-07,25-08-07,3924,3803,894,-1682,1
15-06-10,12-06-10,2251,4877,284,-3070,1
20-06-10,19-06-10,1690,4861,129,-2227,1
25-06-10,28-06-10,1939,4182,164,-2529,1
06-07-10,06-07-10,1562,4658,96,-2898,1
28-07-10,30-07-10,2147,3909,270,-2028,1
16-08-10,07-08-10,1421,4415,43,-2573,1
24-08-10,31-08-10,1960,2809,-38,-2326,1
17-06-10,12-06-10,2940,3655,303,-2586,1
22-06-10,28-06-10,4070,3534,717,-2128,1
23-06-10,28-06-10,3816,3105,482,-2172,1
25-06-10,28-06-10,3107,3306,359,-2270,1
25-06-10,28-06-10,2669,4548,464,-2583,1
28-06-10,28-06-10,3989,3158,663,-1884,1
03-07-10,28-06-10,2498,3615,172,-2785,1
17-07-10,15-07-10,-2500,966,-278,244,1
04-08-10,07-08-10,2422,3764,284,-2300,1
04-05-11,11-05-11,1210,4241,-72,-2684,1
04-05-11,26-04-11,928,4559,-237,-2866,1
04-05-11,11-05-11,1187,3979,-33,-2330,1
22-05-11,19-05-11,894,3756,-167,-2467,1
23-05-11,19-05-11,1030,4518,-145,-2679,1
08-06-11,05-06-11,3734,2908,587,-1325,1
16-06-11,05-06-11,5942,1770,725,-613,1
18-06-11,20-06-11,5392,4392,1705,-1372,1
15-07-11,22-07-11,4131,5429,1264,-2361,1
20-07-11,22-07-11,6816,3370,1906,-804,1
16-06-10,04-06-10,4572,3214,859,-1434,1
04-07-10,15-07-10,5530,3375,1245,-1494,1
15-07-10,15-07-10,7136,3138,1882,-906,1
24-08-10,28-08-10,2309,4092,287,-2473,1
26-06-10,27-06-10,1282,4425,62,-1996,1
21-07-10,13-07-10,4187,4214,1076,-1795,1
09-08-10,07-08-10,5681,3449,1278,-1469,1
14-08-10,14-08-10,2306,3825,203,-2543,1
28-08-10,30-08-10,2679,2703,180,-1935,1
20-06-08,22-06-08,1908,4111,236,-2397,1
22-06-08,22-06-08,1864,4292,261,-2186,1
23-06-08,22-06-08,2452,3798,334,-2047,1
25-06-08,22-06-08,2516,3905,299,-2440,1
04-07-08,01-07-08,2012,1507,29,-500,1
07-07-08,08-07-08,2252,3765,158,-2418,1
14-07-08,17-07-08,1719,3321,86,-1991,1
09-08-08,09-08-08,1928,3714,179,-1864,1
11-08-08,09-08-08,2255,3562,207,-2214,1
04-06-11,08-06-11,6269,3739,1443,-1886,1
12-06-11,15-06-11,4161,3726,713,-2448,1
14-06-11,15-06-11,3700,4037,625,-2749,1
17-07-11,24-07-11,5970,3739,1746,-1093,1
24-07-11,26-07-11,3246,4255,444,-2912,1
04-08-11,27-07-11,3708,3025,556,-1748,1
12-08-11,13-08-11,6818,3454,1893,-994,1
25-08-11,05-09-11,3195,2216,391,-781,1
26-08-11,20-08-11,3190,3414,452,-1709,1
29-08-11,05-09-11,2950,3417,392,-1827,1
23-05-11,23-05-11,5103,3146,1070,-1261,1
24-05-11,23-05-11,2344,4263,342,-2223,1
28-05-11,23-05-11,2154,4097,226,-2580,1
29-05-11,23-05-11,2464,4270,240,-2730,1
02-06-11,08-06-11,7016,3401,1912,-1053,1
10-06-11,08-06-11,2561,1422,177,-400,1
16-06-11,21-06-11,2138,5145,341,-2951,1
17-06-11,21-06-11,2874,3853,397,-2508,1
18-06-11,21-06-11,2667,4467,375,-2940,1
20-06-11,21-06-11,2691,4386,367,-3041,1
21-06-11,21-06-11,4299,4234,1072,-2203,1
21-07-11,07-07-11,2533,3843,292,-2461,1
29-07-11,08-08-11,1981,5468,242,-2873,1
01-08-11,08-08-11,2052,5505,265,-3105,1
14-08-11,12-08-11,2010,3803,64,-2678,1
15-08-11,12-08-11,2431,4277,210,-2987,1
16-08-11,12-08-11,2479,4291,324,-2479,1
17-08-11,19-08-11,1987,3456,140,-2223,1
19-08-11,19-08-11,2905,3308,351,-2027,1
19-08-11,19-08-11,1774,4296,76,-3003,1
21-08-11,19-08-11,1897,3945,141,-2012,1
23-08-11,20-08-11,2084,3440,207,-2066,1
28-08-11,04-09-11,1359,4032,-2,-2296,1
29-08-11,04-09-11,1906,3723,-14,-2819,1
14-06-14,30-05-14,3913,3567,721,-2000,1
19-06-14,23-06-14,3421,3848,641,-2226,1
26-06-14,23-06-14,2993,4066,554,-2218,1
18-08-14,18-08-14,2588,3457,386,-1794,1
07-05-15,08-05-15,1138,4141,-28,-2468,1
12-05-15,01-05-15,1706,3601,56,-2578,1
24-05-15,17-05-15,2244,2887,116,-2173,1
02-06-15,01-06-15,1955,3735,146,-2346,1
04-06-15,07-06-15,2030,3724,130,-2307,1
04-06-15,07-06-15,1408,4163,77,-2396,1
09-06-15,07-06-15,5496,2962,1004,-1468,1
25-06-15,24-06-15,4770,4274,1176,-2186,1
25-06-15,24-06-15,3253,4563,690,-2385,1
27-06-15,24-06-15,5350,3214,1164,-1490,1
30-06-15,01-07-15,5774,3957,1533,-1846,1
02-07-15,01-07-15,3615,4019,662,-2271,1
13-07-15,10-07-15,2525,5172,492,-2885,1
16-07-15,25-07-15,2238,3913,226,-2532,1
23-07-15,25-07-15,7798,3854,2638,-1003,1
01-08-15,02-08-15,3137,3430,516,-1929,1
14-08-15,11-08-15,2413,4241,505,-2032,1
19-08-15,18-08-15,4061,4187,1074,-1869,1
19-08-15,10-08-15,1902,4780,275,-2537,1
12-06-14,08-06-14,-3688,1634,-630,430,1
12-06-14,15-06-14,5278,3500,1159,-1801,1
12-06-14,15-06-14,4014,3807,850,-2005,1
14-06-14,24-06-14,3025,3960,508,-2456,1
21-06-14,23-06-14,3010,4188,566,-2345,1
26-06-14,16-06-14,3368,4346,730,-2375,1
05-07-14,09-07-14,4023,3981,836,-2226,1
07-07-14,09-07-14,3336,3562,477,-2353,1
09-07-14,09-07-14,5580,3557,1377,-1548,1
16-07-14,17-07-14,4804,3615,1058,-1838,1
26-07-14,25-07-14,1818,6646,283,-2394,1
04-08-14,03-08-14,2877,2495,133,-2024,1
04-08-14,03-08-14,2265,3846,221,-2477,1
06-08-14,03-08-14,3060,3067,272,-2189,1
06-08-14,03-08-14,3399,3031,372,-2038,1
11-08-14,10-08-14,1692,3337,70,-2183,1
13-08-14,18-08-14,3370,3519,617,-1843,1
13-08-14,10-08-14,3055,3652,560,-1941,1
17-08-14,19-08-14,4600,2821,771,-1447,1
24-08-14,27-08-14,4620,3469,1156,-1486,1
24-08-14,27-08-14,2840,3340,493,-1889,1
28-08-14,27-08-14,2243,3968,307,-2510,1
29-08-14,27-08-14,3210,2891,400,-1831,1
14-06-14,16-06-14,2976,4091,560,-2207,1
14-06-14,16-06-14,2896,2910,421,-1019,1
19-06-14,16-06-14,-8105,822,-545,294,1
24-06-14,24-06-14,2453,4057,377,-2345,1
28-07-14,03-08-14,3362,3182,383,-2132,1
11-08-14,10-08-14,-5993,388,-206,94,1
29-08-14,02-09-14,1624,6603,179,-3063,1
31-08-14,01-09-14,1820,2680,35,-1860,1
07-06-13,04-06-13,1744,3800,14,-2719,1
07-06-13,13-06-13,5226,3429,1083,-1768,1
10-06-13,03-06-13,1673,3379,18,-2330,1
12-06-13,12-06-13,2956,4506,490,-2724,1
12-06-13,12-06-13,1745,2870,76,-1814,1
15-06-13,18-06-13,5813,2989,1190,-1293,1
19-06-13,18-06-13,1759,4256,173,-2377,1
19-06-13,18-06-13,3513,3853,657,-2187,1
22-06-13,18-06-13,3790,3513,592,-2146,1
04-07-13,26-06-13,4013,3557,731,-2085,1
07-07-13,26-06-13,4557,3628,989,-1684,1
09-07-13,20-07-13,4580,4500,1313,-2202,1
09-07-13,20-07-13,6709,3642,1802,-1535,1
09-07-13,26-06-13,3379,3547,557,-1905,1
14-07-13,12-07-13,5748,3114,1296,-1149,1
16-07-13,20-07-13,1672,2427,133,-1185,1
21-07-13,28-07-13,6851,2777,1432,-1049,1
07-08-13,12-08-13,4430,3360,735,-1974,1
23-08-13,05-09-13,2655,3742,353,-2244,1
02-05-14,04-05-14,1855,3868,165,-2367,1
07-05-14,10-05-14,3025,3464,445,-2004,1
09-05-14,09-05-14,3462,3415,472,-2168,1
09-05-14,09-05-14,3068,3880,486,-2275,1
12-05-14,08-05-14,1971,2738,-24,-2200,1
12-05-14,08-05-14,2348,2811,14,-2203,1
16-05-14,16-05-14,2248,4031,257,-2449,1
19-05-14,16-05-14,1881,4062,91,-2633,1
19-05-14,16-05-14,1324,3324,-123,-2458,1
21-05-14,23-05-14,3167,3041,367,-1712,1
22-05-14,15-05-14,4272,3518,806,-2015,1
29-05-14,01-06-14,3311,3576,450,-2415,1
03-06-14,23-05-14,2989,3712,463,-2104,1
05-06-14,01-06-14,2626,2888,122,-2291,1
08-06-14,01-06-14,1797,2945,-57,-2292,1
15-06-14,16-06-14,5548,3541,1147,-1979,1
30-06-14,24-06-14,1652,2417,-75,-2121,1
30-06-14,24-06-14,1983,3929,128,-2686,1
02-07-14,02-07-14,4192,3557,835,-2014,1
07-07-14,24-06-14,3479,3355,543,-2006,1
09-07-14,02-07-14,5609,3096,1054,-1714,1
19-07-14,10-07-14,4196,3311,677,-2042,1
23-07-14,26-07-14,5344,3256,1003,-1684,1
04-08-14,04-08-14,2736,3267,299,-2068,1
14-08-14,19-08-14,2820,3585,271,-2412,1
19-08-14,20-08-14,2459,3874,240,-2656,1
31-08-14,05-09-14,3076,3634,413,-2226,1
08-05-15,09-05-15,1975,2085,117,-1076,1
07-06-13,05-06-13,3931,3240,686,-1827,1
07-06-13,05-06-13,2658,4751,599,-2445,1
22-06-13,21-06-13,2882,3195,402,-1814,1
24-06-13,21-06-13,3543,3213,532,-1945,1
11-07-13,07-07-13,4054,3151,663,-1784,1
13-07-13,07-07-13,2140,5064,276,-3368,1
14-07-13,07-07-13,2530,4850,566,-2618,1
16-07-13,07-07-13,3298,4015,632,-2418,1
18-07-13,07-07-13,1729,4005,96,-2725,1
21-07-13,31-07-13,4295,3324,680,-2003,1
21-07-13,31-07-13,4947,3067,985,-1439,1
23-07-13,23-07-13,6731,3520,1837,-1302,1
28-07-13,31-07-13,3078,3636,400,-2416,1
01-08-13,31-07-13,5739,3304,1254,-1522,1
04-08-13,31-07-13,3440,3181,446,-2071,1
06-08-13,31-07-13,2981,3871,452,-2409,1
06-08-13,08-08-13,3906,1968,538,-480,1
13-08-13,16-08-13,4445,2803,591,-1728,1
30-08-13,01-09-13,4091,3046,685,-1720,1
12-06-13,12-06-13,2784,4431,498,-2686,1
17-06-13,13-06-13,4577,3495,999,-1591,1
22-06-13,21-06-13,2934,3522,446,-2180,1
18-07-13,07-07-13,3839,3699,755,-2053,1
02-08-13,31-07-13,3493,3894,582,-2401,1
02-08-13,31-07-13,3663,4137,826,-2281,1
14-08-13,16-08-13,3008,3695,359,-2602,1
14-08-13,16-08-13,2270,4163,292,-2473,1
16-08-13,16-08-13,2299,4123,307,-2362,1
19-08-13,24-08-13,1977,4061,233,-2356,1
21-08-13,24-08-13,5747,2367,1004,-716,1
21-08-13,24-08-13,2285,3805,247,-2449,1
26-08-13,24-08-13,-1980,1054,-275,288,1
04-05-14,05-05-14,2334,4044,258,-2564,1
06-05-14,13-05-14,2730,3715,376,-1971,1
08-05-14,05-05-14,2636,4030,398,-1643,1
08-05-14,05-05-14,2877,3269,391,-1486,1
08-05-14,05-05-14,2701,2926,336,-1042,1
16-05-14,14-05-14,2420,4444,376,-2334,1
18-05-14,13-05-14,2308,4965,347,-2634,1
20-05-14,13-05-14,2986,3281,370,-1917,1
25-05-14,05-06-14,4221,3180,763,-1509,1
30-05-14,06-06-14,2439,3540,293,-1937,1
04-06-14,05-06-14,3525,3213,509,-1886,1
06-06-14,06-06-14,1971,3909,107,-2676,1
16-06-14,22-06-14,2155,4270,372,-2187,1
16-06-14,21-06-14,4337,3140,857,-1326,1
23-06-14,22-06-14,2515,3592,304,-2104,1
26-06-14,29-06-14,2923,3686,499,-1763,1
01-07-14,08-07-14,2701,3899,441,-1952,1
03-07-14,07-07-14,850,9033,-397,-3502,1
03-07-14,29-06-14,1464,4558,83,-1957,1
06-07-14,07-07-14,2480,3553,271,-2261,1
13-07-14,07-07-14,2241,4409,285,-2696,1
15-07-14,07-07-14,2733,3619,275,-2606,1
15-07-14,07-07-14,2728,4303,508,-2395,1
18-07-14,07-07-14,3835,3800,763,-2116,1
20-07-14,22-07-14,1632,3805,1,-2871,1
22-07-14,31-07-14,2228,4305,276,-2740,1
25-07-14,31-07-14,2247,3659,234,-2360,1
25-07-14,31-07-14,3095,3274,363,-2312,1
22-08-14,24-08-14,2127,3913,254,-2334,1
27-08-14,24-08-14,2317,3616,210,-2363,1
13-08-15,05-08-15,3637,3359,595,-1984,1
13-08-15,14-08-15,4195,1335,373,-249,1
22-08-15,06-09-15,1783,2623,-9,-1858,1
27-08-15,29-08-15,1982,3833,165,-2363,1
29-08-15,29-08-15,3553,3293,671,-1762,1
08-05-16,13-05-16,4419,2767,574,-1731,1
21-05-16,20-05-16,4863,2987,787,-1706,1
24-05-16,21-05-16,1321,3660,39,-2305,1
26-05-16,28-05-16,4055,3152,671,-1798,1
10-07-16,29-06-16,3248,2705,384,-1642,1
10-07-16,07-07-16,2988,3673,542,-1927,1
17-07-16,07-07-16,3947,3941,746,-2354,1
18-08-16,14-08-16,2987,3590,410,-2445,1
20-08-16,22-08-16,2717,4098,450,-2365,1
22-08-16,29-08-16,4168,2422,484,-1661,1
22-08-16,21-08-16,2974,3349,365,-2300,1
02-08-15,05-08-15,2124,3436,239,-2052,1
31-08-15,29-08-15,6053,3071,1432,-939,1
11-08-15,14-08-15,2502,1327,149,-489,1
18-08-15,15-08-15,4777,2997,830,-1670,1
27-08-15,15-08-15,3122,3678,512,-2139,1
27-08-15,15-08-15,4032,3401,604,-2255,1
31-08-15,29-08-15,3897,2708,573,-1557,1
01-05-16,24-04-16,2864,3480,366,-2213,1
01-05-16,24-04-16,2473,3201,251,-2108,1
04-05-16,10-05-16,1883,691,39,-97,1
06-05-16,10-05-16,1554,2976,-46,-2359,1
06-05-16,09-05-16,1934,3784,89,-2568,1
08-05-16,10-05-16,1834,3028,50,-2270,1
08-05-16,10-05-16,1523,3957,-24,-2754,1
15-05-16,17-05-16,4065,3138,603,-2025,1
18-05-16,18-05-16,1968,4108,133,-2663,1
20-05-16,18-05-16,1697,3053,-12,-2219,1
29-05-16,26-05-16,1896,3738,73,-2726,1
16-06-16,19-06-16,2636,4290,345,-2731,1
16-08-16,14-08-16,2651,3476,357,-2109,1
21-08-16,21-08-16,2647,4578,500,-2408,1
23-08-16,28-08-16,2162,3479,193,-2235,1
23-08-16,28-08-16,6894,2954,1682,-833,1
25-08-16,29-08-16,4646,3470,1037,-1669,1
25-08-16,21-08-16,6303,4689,2322,-1405,1
02-06-15,02-06-15,6489,2634,1151,-1303,1
15-06-15,18-06-15,3604,3799,702,-2038,1
24-06-15,26-06-15,2497,3048,173,-2099,1
03-07-15,05-07-15,4926,4766,1434,-2363,1
12-07-15,12-07-15,8025,2943,1997,-837,1
24-08-15,29-08-15,2352,4579,473,-2190,1
29-08-15,29-08-15,3151,3904,672,-1939,1
09-06-15,10-06-15,2118,4724,287,-2765,1
11-06-15,10-06-15,2461,3927,347,-2268,1
12-07-15,12-07-15,5727,3263,1313,-1426,1
21-07-15,20-07-15,3301,4575,757,-2011,1
10-08-15,05-08-15,3319,3799,669,-1935,1
19-08-15,14-08-15,3051,3862,552,-2289,1
31-07-15,28-07-15,7188,4021,2238,-1537,1
31-07-15,28-07-15,4074,4370,943,-2371,1
09-08-15,14-08-15,4494,3700,902,-2079,1
18-08-15,21-08-15,2793,2104,180,-771,1
27-08-15,29-08-15,2930,3775,626,-1673,1
27-08-15,29-08-15,5956,2990,1264,-1252,1
29-08-15,29-08-15,3298,3644,602,-2098,1
04-05-16,06-05-16,4440,3558,850,-1909,1
06-05-16,06-05-16,4808,2987,805,-1616,1
11-05-16,13-05-16,4521,2762,678,-1517,1
16-05-16,14-05-16,5001,2981,912,-1535,1
20-05-16,21-05-16,4541,2936,766,-1551,1
07-06-16,05-06-16,2682,3886,425,-2221,1
29-07-16,31-07-16,4954,3321,974,-1755,1
10-08-16,08-08-16,6130,3447,1557,-1418,1
23-08-16,23-08-16,1758,3386,24,-2487,1
23-07-17,25-07-17,5358,3121,1150,-1228,1
25-07-17,25-07-17,-1767,869,-221,137,1
26-07-17,26-07-17,-2526,1199,-376,300,1
28-07-17,26-07-17,3183,3388,450,-2080,1
28-07-17,26-07-17,-7639,1666,-1087,636,1
02-05-18,18-04-18,1842,3697,57,-2397,1
02-05-18,04-05-18,2754,2210,217,-1120,1
11-05-18,20-05-18,3368,3367,435,-2199,1
26-05-18,19-05-18,1454,3853,43,-2410,1
31-05-18,19-05-18,1615,3695,48,-2424,1
02-06-18,04-06-18,1670,3535,35,-2382,1
02-06-18,04-06-18,1926,3697,106,-2565,1
05-06-18,04-06-18,6984,2960,1431,-1366,1
11-07-18,05-07-18,4030,3713,766,-2144,1
11-07-18,12-07-18,4194,3539,806,-1975,1
31-07-18,14-08-18,3916,3577,767,-1939,1
16-08-18,14-08-18,2453,4462,490,-2122,1
18-07-07,22-07-07,2343,3962,208,-2674,1
16-08-07,14-08-07,2007,4523,284,-2182,1
10-05-08,29-04-08,2066,3537,116,-2288,1
26-05-08,07-06-08,2596,4170,315,-2535,1
24-06-08,23-06-08,2083,3621,195,-1608,1
07-05-10,09-05-10,2311,4194,269,-2203,1
15-05-10,13-05-10,3220,2882,377,-1812,1
19-05-10,21-05-10,2156,2982,59,-2407,1
23-05-10,30-05-10,7950,4423,3008,-1398,1
06-08-10,31-07-10,2065,4130,341,-2277,1
27-08-10,05-09-10,1495,3287,-102,-2632,1
28-05-07,28-05-07,4016,3799,770,-1833,1
07-06-07,12-06-07,4371,3475,811,-1974,1
17-08-07,20-08-07,1782,4541,259,-2426,1
20-07-10,21-07-10,1277,3917,-36,-2480,1
08-08-10,06-08-10,1183,4570,2,-2385,1
03-05-11,08-05-11,4559,3537,944,-1600,1
22-07-10,30-07-10,2007,4718,216,-2954,1
28-08-10,31-08-10,2385,3829,262,-2131,1
11-06-11,05-06-11,6632,2833,1519,-658,1
13-06-11,05-06-11,4941,2454,707,-1249,1
20-07-11,07-07-11,2080,4388,178,-2829,1
20-07-11,22-07-11,6040,4282,1867,-1354,1
03-08-11,22-07-11,3633,5656,989,-2535,1
08-08-11,08-08-11,5783,3524,1488,-1463,1
28-07-10,29-07-10,1863,4131,117,-2424,1
13-08-10,12-08-10,1930,3837,109,-2445,1
21-06-10,20-06-10,2043,4612,172,-2478,1
18-06-08,22-06-08,1947,3658,211,-2010,1
07-07-08,07-07-08,2438,3890,297,-2088,1
09-07-08,08-07-08,1213,5092,99,-2116,1
28-07-08,24-07-08,2693,2870,255,-1634,1
01-06-11,08-06-11,2506,3285,278,-1700,1
08-06-11,08-06-11,5462,3323,1138,-1443,1
11-06-11,08-06-11,3008,3754,401,-2332,1
22-06-11,16-06-11,5705,2617,1140,-894,1
22-06-11,23-06-11,-2600,1352,-382,270,1
16-07-11,16-07-11,3770,3098,508,-2138,1
17-07-11,16-07-11,5146,3044,901,-1794,1
19-07-11,18-07-11,2533,4446,471,-2200,1
13-08-11,13-08-11,3605,2827,428,-1686,1
14-08-11,13-08-11,2493,3950,312,-2046,1
15-08-11,13-08-11,3402,2866,347,-1855,1
25-08-11,05-09-11,-3166,739,-265,236,1
29-08-11,05-09-11,2539,3536,283,-2045,1
03-06-11,08-06-11,2110,3685,240,-1943,1
15-06-11,15-06-11,2515,4330,310,-2694,1
25-07-11,08-08-11,2919,3991,480,-2413,1
27-07-11,08-08-11,1981,5441,168,-3388,1
28-07-11,08-08-11,2128,4918,416,-2426,1
12-08-11,05-08-11,1963,3547,102,-2116,1
12-08-11,12-08-11,2589,3563,300,-2139,1
12-08-11,12-08-11,2362,3074,176,-1988,1
13-08-11,13-08-11,2412,3715,383,-1898,1
13-08-11,12-08-11,3306,3028,387,-1883,1
18-08-11,20-08-11,1936,4565,209,-2420,1
18-08-11,19-08-11,1837,3936,66,-2534,1
22-08-11,20-08-11,1879,4148,195,-2261,1
22-08-11,19-08-11,2309,3447,215,-2320,1
23-08-11,19-08-11,1741,3696,99,-2276,1
25-08-11,19-08-11,-2116,741,-202,186,1
28-08-11,04-09-11,1276,2560,-33,-1290,1
